term,definition
주민등록,주민등록이란 대한민국에 거주하는 주민이 살고 있는 주소지를 시군 또는 구의 자치단체에 등록하는 제도입니다 주택임대차보호법상 주민등록을 마치는 것은 전입신고를 한 것과 같습니다
주택가액,주택가액이란 주택가격을 의미합니다
주택의명도,주택의 명도란 주택을 다른 사람에게 주거나 맡기는 것을 의미합니다
주택의인도,주택의 인도란 주택을 점유하는 것을 의미합니다 즉 이사를 하여 실제로 주택을 점유한 상태이면 주택의 인도를 마쳤다고 할 수 있습니다
주택임대권,주택임대권이란 주택을 빌려 주는 사람이 임대차 계약에서 가지는 권리를 뜻합니다
주택임대차보호법,주택임대차보호법이란 국민 주거생활의 안정을 보장함을 목적으로 주거용 건물의 임대차에 관하여 민법에 대한 특례를 규정한 법률입니다
주택임차,주택임차란 계약의 당사자 가운데 한쪽이 상대편에게 부동산을 사용하게 하고 상대편은 이에 대하여 일정한 임차료를 지급할 것을 내용으로 하는 계약입니다 
주택임차보호법,주택임차보호법이란 국민 주거생활의 안정을 보장함을 목적으로 주거용 건물의 임대차에 관하여 민법에 대한 특례를 규정한 법률로 주택임대차보호법이 정식명칭입니다
주택임차인,주택임차인이란 임대차 계약에서 주택을 빌리는 사람을 의미합니다
지번,지번이란 토지의 일정한 구획을 표시한 번호입니다
지위승계,지위승계란 다른 사람의 권리나 의무를 이어받는 일을 의미합니다
직권말소,직권말소란 공무원이나 법인 등의 기관이 권리자 등의 신청 없이 법정절차에 따라 자신의 권한으로 기록 등을 지워 없애 버리는 것을 말합니다
집합건축물관리대장,집합건축물관리대장이란 건설한 집합 건축물의 상세 내역을 기록한 장부를 의미합니다
집행권원,집행권원이란 채권자가 채무자에게 금전지급 등 청구권을 가지고 있음을 표시하고 그 청구권 행사를 위하여 채무자의 재산에 대하여 경매 등을 통해 강제집행을 할 수 있다는 권리를 인정한 공문서입니다
채권가압류,채권가압류란 채무자가 받을 월급 등을 숨겨서 돈을 갚지 않거나 하는 행위를 막기 위해서 월급 등의 채무자의 제자에 대한 채권을 미리 확보해 놓는 절차를 의미합니다
채무초과,채무초과란 자기의 재산으로 빚을 완전히 갚지 못하는 상태 즉 재산보다 빚이 더 많은 상태를 의미합니다
체납처분,체납처분이란 국가기관이 세금 체납 또는 국가 추징금이 있는 사람의 재산을 임시로 확보하여 강제로 경매하여 이를 갚도록 하는 행정 처분을 의미합니다
체류지변경신고,체류지 변경신고란 외국인의 체류지가 변경된 경우에 일 이내에 체류지가 변경되었다는 사실을 시군구의 장 또는 관할 출입국관리사무소 또는 출장소장에게 신고하는 행위를 의미합니다
최고가매수신고인,최고가매수신고인이란 경매에서 참가자 중 가장 높은 가격을 제시하여 낙찰받은 사람을 의미합니다
출입국관리법,출입국관리법이란 대한민국에 입국하거나 출국하는 모든 국민 및 외국인의 관리를 통해 안전한 국경관리와 출입국 관리에 필요한 사항을 규정하기 위한 목적으로 제정된 법률입니다
토지대장,토지대장이란 토지의 소재 지번 소유자 소유자의 주소 등을 등록하여 토지의 상황을 명확하게 하는 장부를 의미합니다
토지사용권,토지사용권이란 토지를 사용할 수 있는 권리입니다
피담보채무,피담보채무란 자신의 주택 등 재산을 담보로 하여 채권자에게 돈을 빌린 경우 그 빌린 금액채무을 말합니다
현실의인도,현실의 인도란 주택이나 토지에 대한 사실상의 지배를 직접적으로 넘겨주는 방법입니다 가 에게 집을 판 뒤 가 입주하는 형태입니다
현황조사보고서,현황조사보고서란 부동산 경매에서 집행관이 부동산의 현상 점유관계 차임 또는 보증금 등의 액수와 그 밖의 현황에 관해 조사하고 작성한 보고서를 의미합니다
확정일자,확정일자란 우선변제권을 갖추기 위한 방법으로 법원 또는 동사무소 등에서 주택임대차계약을 체결한 날짜를 확인하여 주기 위하여 임대차계약서 여백에 찍어 주는 날짜를 의미합니다
확정판결,확정판결이란 더 이상 다툴 방법이 없이 확정된 판결을 말합니다 예를 들어 심에서 유죄판결을 받은 경우 항소기간 내에 심 법원에 항소를 하지 않으면 판결이 확정되는 것이고 항소를 하면 아직 확정이 되지 않은 것입니다
환가대금,환가대금이란 집이나 토지 등의 부동산을 현금으로 바꾼 금액을 의미합니다
환가절차,환가절차란 경매나 공매 등과 같이 집이나 토지 등을 현금으로 바꾸는 절차를 의미합니다
후순위근저당권,후순위근저당권이란 경매나 공매 같은 절차에서 다른 권리보다 돈을 배당 받을 권리가 뒤에 있는 근저당권을 의미합니다
후순위임차권,후순위임차권이란 경매나 공매 같은 절차에서 돈을 돌려받는 순위에 있어 다른 권리보다 배당이 후순위인 임차권을 의미합니다
계약갱신요구권,계약갱신요구권이란 상가건물을 임차한 사람이 계약이 끝나기 개월 전 부터 개월 전까지 임대인에게 계약갱신을 요구를 할 수 있는 상가건물 임대차보호법상 권리를 말합니다 이때 임대인은 정당한 사유가 없는 한 거절 할 수 없으며 다만 임차인의 계약갱신요구권은 총 임대차기간이 년을 초과하지 않는 범위 내에서 행사할 수 있습니다
권리금,권리금이란 주로 상가 등을 빌릴 때 상가가 가지고 있는 특수한 장소적 이익의 대가로 신규 임차인이 그 전 임차인 또는 임대인에게 지급하는 금전을 의미합니다 흔히 대상 부동산에 부설한 설비나 개량비용 장사가 잘되어 수익이 보장되는 것에 대한 대가 등이 포함됩니다
환산보증금,환산보증금이란 상가건물 임대차보호법의 적용을 받는 보증금의 범위와 관련하여 보증금 외 차임이 있는 경우에는 보증금과 월세 환산액을 합한 금액을 보증금으로 보는데 이를 환산보증금이라고 합니다 상가건물 임대차보호법 시행령에 따라 환산보증금  보증금  월세 입니다
가계약,가계약이란 정식으로 계약을 맺기 전에 임시로 맺는 계약을 말합니다
다툼의대상에관한가처분,다툼의 대상에 관한 가처분은 현상이 바뀌면 당사자가 권리를 실행하지 못하거나 이를 실행하는 것이 매우 곤란할 염려가 있을 경우에 하는 가처분으로민사집행법 제조 제항 부동산처분금치가처분 등이 있습니다
임시의지위를정하기위한가처분,당사자 사이에 다툼이 있는 권리관계가 있는 경우 확정판결 시까지 이를 그대로 방치할 경우 권리자가 현저한 손해를 입거나 급박한 위험에 처하거나 또는 그 밖의 필요한 이유가 있는 경우에 하는 가처분으로민사집행법 제조 제항 공사중지가처분 치료비임시지급가처분 등이 있습니다
가처분신청,가처분신청이란 채권자가 확정판결을 받기 전에 채무자로부터 피해를 최소화하기 위해 권리관계를 변동시키지 못하게 하거나 임시의 지위를 정하기 위하여 보전처분을 신청하는 제도입니다
간접점유,간접점유란 다른 사람으로 하여금 점유를 하게 함으로써 그 다른 사람의 점유를 통하여 점유하는 것을 말합니다 예를 들어 집주인이 세를 준 경우 세입자는 집을 직접점유하고 세입자로 하여금 점유할 것을 허락한 집주인은 세입자를 통하여 집을 간접 점유하게 됩니다 간접점유자는 집을 지배하고 있지는 않지만 점유권을 인정받습니다
개발부담금,개발부담금이란 개발에 따른 이익이 투기 등에 사용되는 것을 막기 위해 이익의 일부를 사업 시행자나 토지 소유자로부터 거두어들이는 제도입니다
건물주,건물주란 건물을 자기 것으로 가지고 있는 소유주를 말합니다
건축물분양법,건축물분양법건축물의 분양에 관한 법률이란 건축물의 분양절차 및 방법에 관한 사항을 정함으로써 건축물 분양과정의 투명성과 거래의 안정성을 확보하여 분양 받는 사람을 보호하고 국민 경제의 건전한 발전을 위해 제정된 법률을 말합니다
건축법,건축법이란 건축물의 대지나 구조 설비의 기준 및 용도에 관하여 정한 법률을 말합니다
건축비,건축비란 건물이나 구조물 따위를 세우는 데 드는 모든 비용을 말합니다
경매개시결정,경매개시결정이란 경매를 신청하는 이유가 법적으로 문제가 없다고 판단되어 경매 절차를 진행시키는 법원의 결정을 의미합니다
공사대금,공사대금이란 공사를 시행하기 위해 필요한 돈을 말합니다
공인중개사,공인중개사란 토지나 건물 등 부동산의 매매 교환 임대차 등에 관한 일을 중개할 수 있는 법적 자격을 갖춘 사람을 말합니다
공작물,공작물이란 땅 위나 땅속에 인공적 작업으로 제작한 물건을 말합니다 건물 터널 댐 전봇대 정원 우물 담 벽 동상 다리 터널 등이 이에 해당합니다
국민임대주택,국민임대주택이란 지방 자치 단체나 한국토지주택공사 등에서 저소득층을 배려해 시행하는 장기임대 주택을 말합니다 이는 공공임대주택과 달리 분양전환이 되지 않습니다
권리금계약서,권리금 계약서란 건물 임차인 또는 임대인이 새로운 임차인에게 권리금을 받으며 건물 임대에 관한 권리 모두를 새로운 임차인 양수인에게 이전하는 계약 문서를 말합니다
